time,lat,lng,injured,killed
18:45,40.6713386,-73.9447945,1,0
19:35,40.6657792,-73.9194119,1,0
6:00,40.7280180,-73.9391805,1,0
13:45,40.6260481,-73.9535067,1,0
19:30,40.7058999,-73.9630991,1,0
11:00,40.6801883,-73.9679554,1,0
12:58,40.7016551,-73.9456458,1,0
14:15,40.6775149,-73.9591238,1,0
15:55,40.7017980,-73.9405460,1,0
18:30,40.6080310,-73.9600379,1,0
10:50,40.6697253,-73.8609622,1,0
12:55,40.7073911,-73.9505284,1,0
17:20,40.7288235,-73.9536587,1,0
17:30,40.6761899,-73.9080899,1,0
17:55,40.6567112,-73.9564767,1,0
17:50,40.6421340,-73.9293532,1,0
18:24,40.6777156,-73.9358590,1,0
10:00,40.6373940,-73.9298591,1,0
13:40,40.5811703,-73.9598848,1,0
14:00,40.6046097,-73.9982534,1,0
19:00,40.6823940,-73.9958825,1,0
15:00,40.6830392,-73.9647775,1,0
16:15,40.6588759,-73.9475224,1,0
20:25,40.6506428,-73.9652631,1,0
22:45,40.7004733,-73.9625179,1,0
5:00,40.6582291,-74.0003424,1,0
18:15,40.6860873,-73.9826602,1,0
18:50,40.6879349,-73.9153935,1,0
8:10,40.6680235,-73.8728217,1,0
11:42,40.6521704,-73.9614062,1,0
20:55,40.6451934,-73.9479944,1,0
2:00,40.6917544,-73.9665651,1,0
9:03,40.6821813,-73.9465811,1,0
14:45,40.5976825,-73.9668499,1,0
17:15,40.6543130,-73.9175769,1,0
19:45,40.7138860,-73.9597977,1,0
21:28,40.6882320,-73.9331013,1,0
10:20,40.6327179,-73.9837621,1,0
13:30,40.6639058,-73.9509752,1,0
16:18,40.6832692,-73.8816443,1,0
17:33,40.6825097,-73.9763154,1,0
18:24,40.6553345,-73.9307664,1,0
15:55,40.6241708,-73.9704715,1,0
18:00,40.6151842,-73.9836655,1,0
20:50,40.6383733,-73.9976580,1,0
8:33,40.7116424,-73.9439099,1,0
9:20,40.6775274,-73.9637097,1,0
12:28,40.6762804,-73.8921621,1,0
12:50,40.6787230,-73.9529869,1,0
17:34,40.6847992,-73.9137966,1,0
17:42,40.7006750,-73.9216310,1,0
18:54,40.6931192,-73.9688110,1,0
19:03,40.7105932,-73.9547354,1,0
20:42,40.6994126,-73.9590166,1,0
7:52,40.6191937,-73.9794933,1,0
0:47,40.7002805,-73.9411497,1,0
12:55,40.6986770,-73.9588584,1,0
17:30,40.6680235,-73.8728217,1,0
8:35,40.6975836,-73.9496485,1,0
18:20,40.6072565,-73.9672737,1,0
2:40,40.7111671,-73.9488916,1,0
9:34,40.6305126,-73.9573008,1,0
0:10,40.6830392,-73.9647775,1,0
18:45,40.6512655,-74.0039065,1,0
14:03,40.6794199,-73.9682261,1,0
15:15,40.6374592,-73.9946422,1,0
16:55,40.6065582,-73.9736197,1,0
18:05,40.6314641,-74.0277916,1,0
19:35,40.7057479,-73.9266312,1,0
9:35,40.6942141,-73.9593119,1,0
12:00,40.7221796,-73.9498645,1,0
18:00,40.6416508,-73.8906831,1,0
18:45,40.6723185,-73.9770581,1,0
21:20,40.6994050,-73.9533690,1,0
8:45,40.7124905,-73.9384660,1,0
10:10,40.6896980,-73.9751049,1,0
15:00,40.6718921,-73.8958679,1,0
17:35,40.6687978,-73.9311201,1,0
12:17,40.6938623,-73.9297023,1,0
17:03,40.6822537,-73.9198679,1,0
17:30,40.6312756,-73.9760490,1,0
19:30,40.6685886,-73.8775501,1,0
11:25,40.6502101,-73.9599766,1,0
17:28,40.6441227,-73.9190921,1,0
7:00,40.6960346,-73.9845292,1,0
7:40,40.6088079,-73.9531910,1,0
15:10,40.7140668,-73.9516237,1,0
20:05,40.6721310,-73.8764873,1,0
2:30,40.6854383,-73.9443285,1,0
4:03,40.7113352,-73.9338933,1,0
13:00,40.6339973,-73.9477726,1,0
13:10,40.6489841,-73.9484023,1,0
16:10,40.7102211,-73.9509952,1,0
19:03,40.6869302,-73.9848306,1,0
0:09,40.6879764,-73.9548301,1,0
0:20,40.6718727,-73.9546355,1,0
18:20,40.5836530,-73.9435529,1,0
19:37,40.6752970,-73.8726709,1,0
20:30,40.7075957,-73.9618610,1,0
20:45,40.6949617,-73.9871620,1,0
6:40,40.6590605,-73.8845814,1,0
11:52,40.6976818,-73.9870208,1,0
14:55,40.6820298,-73.9348634,1,0
18:00,40.6895820,-73.9721373,1,0
18:16,40.6896312,-73.9857387,1,0
0:34,40.7114239,-73.9595323,1,0
11:25,40.6338025,-73.8896944,1,0
11:40,40.5940540,-73.9588329,1,0
23:16,40.5953963,-73.9457755,1,0
8:15,40.6816356,-73.9317919,1,0
10:30,40.6919220,-73.9789481,1,0
14:30,40.6426851,-73.9912114,1,0
9:15,40.6727972,-73.9832837,1,0
9:58,40.6383585,-73.9609746,1,0
18:40,40.7109568,-73.9511173,1,0
19:55,40.6122155,-73.9971727,1,0
10:02,40.6628481,-73.9428299,1,0
11:30,40.6839725,-73.9440377,1,0
18:20,40.7063596,-73.9519106,1,0
18:50,40.5984049,-73.9463456,1,0
19:12,40.6847054,-73.9441849,1,0
20:50,40.6990725,-73.9354706,1,0
23:20,40.6330840,-74.0055664,1,0
17:40,40.6862998,-74.0045035,1,0
18:45,40.7104720,-73.9609360,1,0
20:00,40.6170891,-73.9189484,1,0
22:42,40.7027993,-73.9136435,1,0
20:12,40.6632840,-73.9845909,1,0
12:35,40.6406954,-73.9969733,1,0
13:08,40.6751743,-73.9846999,1,0
19:50,40.6717503,-73.8968415,1,0
21:41,40.6288519,-73.9501759,1,0
22:50,40.6453498,-74.0137437,1,0
11:50,40.7021868,-73.9441054,1,0
12:50,40.6653990,-73.9509200,1,0
16:15,40.6231452,-74.0044777,1,0
17:00,40.6862876,-73.9694885,1,0
19:00,40.6721960,-73.9113219,1,0
7:09,40.6786763,-73.9821898,1,0
14:50,40.6746262,-74.0077113,1,0
16:00,40.6418947,-73.9332342,1,0
17:40,40.6869042,-73.9446230,1,0
18:20,40.6569158,-73.9531392,1,0
18:30,40.6884134,-74.0010673,1,0
18:38,40.7137978,-73.9515914,1,0
22:20,40.7192472,-73.9540622,1,0
